Season,Weight,Bracket,Round,Winner,Loser,Score,Decision Type
1935,126,1,2,9153,9072,Fall 9:34,2
1935,126,1,2,9239,9983,Dec,1
1935,126,1,2,9967,9968,Fall 9:10,2
1935,126,1,2,9969,9973,Fall 8:40,2
1935,126,1,3,9153,9966,Dec,1
1935,126,1,3,9239,8907,Dec,1
1935,126,1,3,9967,9969,Fall 7:00,2
1935,126,1,3,9971,9972,Fall 5:04,2
1935,126,1,4,9153,9967,Fall 8:40,2
1935,126,1,4,9239,9971,Dec,1
1935,126,1,5,9153,9239,Fall 6:53,2
1935,135,0,10,9912,9979,Dec,1
1935,135,0,10,9984,9981,Fall 3:59,2
1935,135,0,11,9240,9984,Dec,1
1935,135,0,11,9912,9975,Dec,1
1935,135,0,12,9240,9912,Dec,1
1935,135,0,15,9184,9240,Dec,1
1935,135,1,2,9131,9981,Dec,1
1935,135,1,2,9184,9912,Dec,1
1935,135,1,2,9240,9987,Dec,1
1935,135,1,2,9975,9976,Fall 7:13,2
1935,135,1,2,9977,9978,Dec,1
1935,135,1,2,9979,9980,Fall 6:58,2
1935,135,1,2,9984,9982,Dec,1
1935,135,1,2,9985,9986,Dec,1
1935,135,1,3,9131,9984,Dec,1
1935,135,1,3,9184,9979,Fall 4:20,2
1935,135,1,3,9240,9985,Dec,1
1935,135,1,3,9975,9977,Fall 3:43,2
1935,135,1,4,9131,9240,Dec,1
1935,135,1,4,9184,9975,Fall 9:03,2
1935,135,1,5,9131,9184,TA 1:32,1
1935,145,0,9,9999,10000,DFT,3
1935,145,0,10,8846,9999,Med FFT,3
1935,145,0,11,8846,10001,Dec,1
1935,145,0,15,8846,8905,Dec,1
1935,145,1,1,8846,9997,Dec,1
1935,145,1,1,8905,9996,DFT,3
1935,145,1,1,9032,9998,Dec,1
1935,145,1,1,9124,9999,Fall 8:44,2
1935,145,1,1,9241,8948,Fall 8:46,2
1935,145,1,1,9992,9993,Dec,1
1935,145,1,1,9994,9995,Dec OT,1
1935,145,1,2,8846,9032,Dec,1
1935,145,1,2,8905,9994,Dec,1
1935,145,1,2,9124,10000,Fall 6:22,2
1935,145,1,2,9241,9992,Dec,1
1935,145,1,2,9988,9989,Fall 5:14,2
1935,145,1,2,9991,9990,Dec,1
1935,145,1,2,10001,10002,Fall 5:06,2
1935,145,1,2,10003,10004,Fall 6:25,2
1935,145,1,3,8905,9241,Dec OT,1
1935,145,1,3,9124,8846,Fall 3:37,2
1935,145,1,3,9988,9991,Dec,1
1935,145,1,3,10001,10003,Dec,1
1935,145,1,4,8905,9988,Dec,1
1935,145,1,4,9124,10001,Dec,1
1935,145,1,5,9124,8905,TA 5:36,1
1935,155,0,9,8867,10012,DFT,3
1935,155,0,10,8867,10006,Dec,1
1935,155,0,11,8867,10008,Dec,1
1935,155,0,15,8867,9118,Dec,1
1935,155,1,1,8867,10011,Fall 5:05,2
1935,155,1,1,9118,10032,Fall 7:17,2
1935,155,1,1,9166,10012,Fall 2:42,2
1935,155,1,1,10030,10031,Dec,1
1935,155,1,2,9118,10030,Fall 4:46,2
1935,155,1,2,9166,8867,Fall 5:37,2
1935,155,1,2,10006,10010,Dec,1
1935,155,1,2,10007,10009,Dec OT,1
1935,155,1,2,10008,10005,Dec,1
1935,155,1,2,10033,10034,Dec,1
1935,155,1,2,10035,10036,Dec,1
1935,155,1,2,10037,10038,Fall 2:25,2
1935,155,1,3,9118,10033,Dec,1
1935,155,1,3,9166,10006,Fall 4:13,2
1935,155,1,3,10008,10007,Dec,1
1935,155,1,3,10037,10035,Dec OT,1
1935,155,1,4,9118,10037,Dec,1
1935,155,1,4,9166,10008,Dec,1
1935,155,1,5,9166,9118,Fall 4:22,2
1935,165,0,9,10045,9933,Med FFT,3
1935,165,0,10,10044,10045,,1
1935,165,0,11,8949,10044,DFT,3
1935,165,0,15,8949,9129,DFT,3
1935,165,1,1,9129,10047,Dec,1
1935,165,1,1,9143,10042,Dec,1
1935,165,1,1,9212,10045,Dec,1
1935,165,1,1,9933,10046,Dec,1
1935,165,1,2,8949,10041,Dec,1
1935,165,1,2,9129,9143,DFT,3
1935,165,1,2,9212,9933,Med FFT,3
1935,165,1,2,10040,10039,Dec,1
1935,165,1,2,10044,10043,Dec,1
1935,165,1,2,10049,10050,Fall 2:41,2
1935,165,1,2,10051,10052,Dec,1
1935,165,1,2,10053,10048,Fall 2:15,2
1935,165,1,3,8949,10040,Dec,1
1935,165,1,3,9129,10053,Dec,1
1935,165,1,3,9212,10044,Fall 8:14,2
1935,165,1,3,10049,10051,Fall 5:08,2
1935,165,1,4,9129,10049,Dec,1
1935,165,1,4,9212,8949,Dec OT,1
1935,165,1,5,9212,9129,TA 5:13,1
1935,175,0,10,10029,10028,Dec,1
1935,175,0,11,9185,10029,DFT,3
1935,175,0,15,9185,9245,Dec,1
1935,175,1,2,8915,10029,Fall 3:34,2
1935,175,1,2,9185,10026,Dec,1
1935,175,1,2,9245,10022,Dec,1
1935,175,1,2,9948,10025,Dec,1
1935,175,1,2,10019,10027,Dec,1
1935,175,1,2,10020,10021,Fall 9:45,2
1935,175,1,2,10023,10024,Dec,1
1935,175,1,2,10028,9945,Fall 4:16,2
1935,175,1,3,8915,10028,Fall 4:22,2
1935,175,1,3,9185,10019,Dec,1
1935,175,1,3,9245,10020,Dec,1
1935,175,1,3,9948,10023,Dec,1
1935,175,1,4,8915,9185,Dec,1
1935,175,1,4,9245,9948,Dec,1
1935,175,1,5,8915,9245,TA 3:14,1
1935,UNL,0,11,8999,10014,Fall 3:05,2
1935,UNL,0,15,8999,9261,Fall 5:03,2
1935,UNL,1,2,8999,9956,Fall 3:04,2
1935,UNL,1,2,10015,10016,Fall 7:01,2
1935,UNL,1,3,8937,8999,Fall 7:41,2
1935,UNL,1,3,9261,10018,Fall 7:39,2
1935,UNL,1,3,10014,10013,Dec,1
1935,UNL,1,3,10017,10015,Dec OT,1
1935,UNL,1,4,8937,10014,Fall 9:36,2
1935,UNL,1,4,9261,10017,Fall 4:04,2
1935,UNL,1,5,8937,9261,TA 3:28,1
1936,123,1,1,8929,10056,Fall 2:26,2
1936,123,1,1,9125,9962,Dec,1
1936,123,1,1,9247,9966,Fall 8:50,2
1936,123,1,1,10054,8843,Dec,1
1936,123,1,1,10057,10055,Dec,1
1936,123,1,2,8843,10057,Dec,1
1936,123,1,2,8929,9125,Dec,1
1936,123,1,2,9247,9876,Dec,1
1936,123,1,2,9966,10054,Med FFT,3
1936,123,1,2,10055,10056,Dec,1
1936,123,1,3,8843,9247,Dec,1
1936,123,1,3,8929,10055,Fall,2
1936,123,1,3,9962,9876,Dec,1
1936,123,1,3,10057,9966,Dec,1
1936,123,1,4,8843,9962,Fall 14:19,2
1936,123,1,4,9125,9876,Fall 14:01,2
1936,123,1,4,9247,10057,Fall 14:08,2
1936,123,1,5,8843,9125,Fall 4:25,2
1936,123,1,5,8929,9247,Dec,1
1936,123,1,6,8843,8929,Dec,1
1936,123,1,7,9125,9247,Fall 10:02,2
1936,134,1,1,8861,9838,Fall 4:00,2
1936,134,1,1,9072,8847,Dec,1
1936,134,1,1,9124,9979,Fall 2:20,2
1936,134,1,1,9240,9968,Fall,2
1936,134,1,1,9984,9188,Dec,1
1936,134,1,1,10058,9022,Dec,1
1936,134,1,2,8847,9240,Dec,1
1936,134,1,2,8861,9979,Fall 1:39,2
1936,134,1,2,9022,9984,Dec,1
1936,134,1,2,9072,9968,Fall 5:00,2
1936,134,1,2,9124,9838,Fall 7:16,2
1936,134,1,2,9188,10058,Dec,1
1936,134,1,3,8861,8847,Dec,1
1936,134,1,3,9022,9188,Fall 3:11,2
1936,134,1,3,9124,10058,Fall 4:30,2
1936,134,1,3,9240,9072,Dec,1
1936,134,1,4,9124,8861,Fall 9:16,2
1936,134,1,4,9240,9984,Dec,1
1936,134,1,5,8861,9022,Fall 3:11,2
1936,145,1,1,8867,9118,Dec,1
1936,145,1,1,9193,8948,Dec,1
1936,145,1,1,9241,9999,Fall,2
1936,145,1,1,10059,10060,Dec,1
1936,145,1,1,10062,10063,Fall 4:00,2
1936,145,1,1,10066,10061,Dec,1
1936,145,1,2,8867,10061,Fall 1:17,2
1936,145,1,2,8948,10062,Fall 5:55,2
1936,145,1,2,9118,10066,Fall 13:42,2
1936,145,1,2,9193,10063,Fall 1:14,2
1936,145,1,2,9241,10060,Dec,1
1936,145,1,2,10059,9999,Dec,1
1936,145,1,3,8948,8867,Dec,1
1936,145,1,3,9118,10059,Fall 7:32,2
1936,145,1,3,9193,10062,Fall 5:30,2
1936,145,1,3,9241,10066,Fall 9:28,2
1936,145,1,4,9193,8867,Dec,1
1936,145,1,4,9241,9118,Fall 0:20,2
1936,145,1,5,9241,8948,Fall 4:54,2
1936,145,1,6,9193,9241,Dec,1
1936,158,1,1,8949,10067,Dec,1
1936,158,1,1,8990,10009,Fall 3:22,2
1936,158,1,1,9032,10069,Fall 4:16,2
1936,158,1,1,9047,10045,Fall 1:25,2
1936,158,1,1,9119,10068,Dec,1
1936,158,1,1,10001,10005,Dec,1
1936,158,1,1,10065,10064,Dec,1
1936,158,1,2,8949,10001,Dec,1
1936,158,1,2,8990,10005,Dec,1
1936,158,1,2,9047,10064,Fall 5:03,2
1936,158,1,2,9119,10069,Fall,2
1936,158,1,2,10009,10068,Dec,1
1936,158,1,2,10045,10070,Dec,1
1936,158,1,2,10065,10067,Dec,1
1936,158,1,3,8949,9047,Dec,1
1936,158,1,3,9032,10070,Fall 3:26,2
1936,158,1,3,9119,10009,Dec,1
1936,158,1,3,10001,8990,Dec,1
1936,158,1,3,10045,10065,Dec,1
1936,158,1,4,8949,10065,Dec,1
1936,158,1,4,9032,9047,Fall 2:35,2
1936,158,1,4,9119,8990,Dec,1
1936,158,1,5,9032,8949,Med FFT,3
1936,158,1,6,9032,9119,Dec,1
1936,158,1,7,9119,8949,Med FFT,3
1936,174,1,1,9061,10071,Dec,1
1936,174,1,1,9109,10023,Fall 10:00,2
1936,174,1,1,9244,10072,Dec,1
1936,174,1,1,9894,8881,Dec,1
1936,174,1,1,10028,9051,Fall 1:46,2
1936,174,1,2,9061,10023,Fall,2
1936,174,1,2,9109,9894,Dec,1
1936,174,1,2,9143,9051,Dec,1
1936,174,1,2,9244,8881,Dec,1
1936,174,1,2,10071,10028,Fall,2
1936,174,1,3,9061,10028,Med FFT,3
1936,174,1,3,9109,10071,Fall 11:33,2
1936,174,1,3,9143,10072,Dec,1
1936,174,1,3,9244,9894,Fall 9:23,2
1936,174,1,4,9109,9244,Dec,1
1936,174,1,4,9143,9061,Dec,1
1936,174,1,5,9109,9143,Dec,1
1936,174,1,6,9109,9061,Dec,1
1936,191,1,1,8844,9896,Fall 8:12,2
1936,191,1,1,8937,10073,Dec,1
1936,191,1,1,9168,10014,Dec,1
1936,191,1,1,9255,9897,Dec,1
1936,191,1,2,8844,10014,Fall,2
1936,191,1,2,8937,9897,Dec,1
1936,191,1,2,9168,9896,Med FFT,3
1936,191,1,2,9255,10073,Med FFT,3
1936,191,1,3,8844,9168,Dec,1
1936,191,1,3,8937,9255,Fall 10:42,2
1936,191,1,4,8844,8937,Fall 5:02,2
1936,191,1,4,9168,9255,Dec,1
1936,191,1,5,8937,9168,Dec,1
1936,UNL,1,1,9261,9151,Dec,1
1936,UNL,1,2,8999,9151,Fall 0:58,2
1936,UNL,1,3,8999,9261,Fall 2:18,2
1937,118,0,11,9088,10138,,1
1937,118,0,15,9088,9112,,1
1937,118,1,2,9088,10155,TA 2:40,1
1937,118,1,2,9112,9864,TA 7:13,1
1937,118,1,2,9874,10151,Fall 6:20,2
1937,118,1,2,10136,10154,TA 4:29,1
1937,118,1,2,10137,10156,RD,1
1937,118,1,3,9088,10137,TA 1:46,1
1937,118,1,3,9112,10136,TA 6:23,1
1937,118,1,3,9171,10138,TA 6:25,1
1937,118,1,3,10063,9874,TA 6:07,1
1937,118,1,4,9112,10063,TA 4:40,1
1937,118,1,4,9171,9088,TA OT 2:13,1
1937,118,1,5,9171,9112,TA 2:15,1
1937,126,0,10,9125,10159,,1
1937,126,0,11,9125,9022,,1
1937,126,0,15,8843,9125,,1
1937,126,1,2,8843,10158,TA 2:20,1
1937,126,1,2,8861,10159,TA 9:49,1
1937,126,1,2,9125,10175,TA 6:41,1
1937,126,1,2,10141,10157,Fall 4:54,2
1937,126,1,3,8843,10141,TA 9:20,1
1937,126,1,3,8861,9125,Fall 8:59,2
1937,126,1,3,9022,10142,Fall 8:05,2
1937,126,1,3,9111,10140,TA 4:55,1
1937,126,1,4,8843,9111,TA OT 2:36,1
1937,126,1,4,8861,9022,TA 3:40,1
1937,126,1,5,8861,8843,TA 1:37,1
1937,135,0,10,9179,10148,,1
1937,135,0,11,9179,10143,,1
1937,135,0,15,9179,8847,,1
1937,135,1,2,8847,10160,TA 7:26,1
1937,135,1,2,9072,9179,TA 5:07,1
1937,135,1,3,8847,9838,TA 6:38,1
1937,135,1,3,9072,10148,TA 6:28,1
1937,135,1,3,9971,10145,TA 5:36,1
1937,135,1,3,10143,10144,TA 3:40,1
1937,135,1,4,8847,9971,TA 5:49,1
1937,135,1,4,9072,10143,TA 5:47,1
1937,135,1,5,9072,8847,RD,1
1937,145,1,2,8905,10062,Fall 2:33,2
1937,145,1,2,9156,10161,Fall 3:17,2
1937,145,1,2,10152,9887,Fall 3:36,2
1937,145,1,2,10153,10162,TA 5:58,1
1937,145,1,3,8850,10146,TA 6:17,1
1937,145,1,3,8905,10153,TA 7:17,1
1937,145,1,3,9113,10147,TA 6:16,1
1937,145,1,3,9156,10152,Fall 6:45,2
1937,145,1,4,8905,9113,TA OT 3:30,1
1937,145,1,4,9156,8850,TA 5:58,1
1937,145,1,5,9156,8905,TA 8:30,1
1937,155,0,10,10174,10163,,1
1937,155,0,11,10174,8990,,1
1937,155,0,12,9188,10174,,1
1937,155,0,15,8978,9188,,1
1937,155,1,2,8978,10163,Fall 4:21,2
1937,155,1,2,9119,10068,TA 6:45,1
1937,155,1,3,8978,10174,Fall,2
1937,155,1,3,8990,10149,TA 3:13,1
1937,155,1,3,9119,9242,TA 6:17,1
1937,155,1,3,9188,10034,TA 3:30,1
1937,155,1,4,8978,8990,TA 3:20,1
1937,155,1,4,9119,9188,TA 3:04,1
1937,155,1,5,9119,8978,TA 0:45,1
1937,165,0,15,9136,8957,,1
1937,165,1,3,8957,10172,Fall 2:02,2
1937,165,1,3,9007,10173,Fall 9:19,2
1937,165,1,3,9136,10023,TA 7:10,1
1937,165,1,4,9136,9007,TA 4:03,1
1937,165,1,4,9141,8957,TA 8:27,1
1937,165,1,5,9141,9136,TA 3:40,1
1937,175,0,11,9168,9850,,1
1937,175,1,3,8899,9168,Fall 2:56 OT,2
1937,175,1,3,8943,10169,TA 6:53,1
1937,175,1,3,9051,10170,TA 5:15,1
1937,175,1,4,8899,9850,TA 2:04,1
1937,175,1,4,9051,8943,Fall 0:32,2
1937,175,1,5,9051,8899,TA 6:07,1
1937,UNL,0,15,8933,9044,,1
1937,UNL,1,2,9185,8984,TA 4:12,1
1937,UNL,1,2,10150,10164,Fall 8:35,2
1937,UNL,1,2,10165,10166,Fall 2:52 OT,2
1937,UNL,1,2,10167,9896,TA 7:58,1
1937,UNL,1,3,8933,10168,TA 4:02,1
1937,UNL,1,3,9044,9897,TA 6:09,1
1937,UNL,1,3,9185,10167,TA 7:21,1
1937,UNL,1,3,10150,10165,Fall 7:41,2
1937,UNL,1,4,9044,10150,Fall 3:33,2
1937,UNL,1,4,9185,8933,TA OT 1:20,1
1937,UNL,1,5,9185,9044,TA 1:35,1
1938,118,0,11,9045,9764,Dec,1
1938,118,0,11,9088,9869,Dec,1
1938,118,0,12,9088,9045,Dec,1
1938,118,0,15,8929,9045,Dec,1
1938,118,1,2,9045,9865,Dec,1
1938,118,1,2,9088,9820,Fall 3:15,2
1938,118,1,2,9764,9864,Dec,1
1938,118,1,2,9866,9817,Dec,1
1938,118,1,2,9867,9868,,1
1938,118,1,3,8929,9869,,1
1938,118,1,3,9045,9866,Dec,1
1938,118,1,3,9088,9867,Fall 8:22,2
1938,118,1,3,9171,9764,Fall 2:50,2
1938,118,1,4,8929,9088,Dec OT,1
1938,118,1,4,9171,9045,Dec,1
1938,118,1,5,9171,8929,Dec,1
1938,126,0,11,8869,9870,Fall,2
1938,126,0,15,8869,9134,Dec,1
1938,126,1,2,8869,9814,Fall 5:06,2
1938,126,1,2,9186,9871,Dec,1
1938,126,1,2,9872,9873,Fall 2:34,2
1938,126,1,2,9874,9875,Fall 5:32,2
1938,126,1,3,8869,9186,Dec,1
1938,126,1,3,8910,9870,Dec,1
1938,126,1,3,9134,9825,Dec,1
1938,126,1,3,9872,9874,Dec,1
1938,126,1,4,8910,8869,Dec,1
1938,126,1,4,9134,9872,Dec OT,1
1938,126,1,5,8910,9134,Dec,1
1938,135,0,11,8894,9838,FFT,3
1938,135,0,15,8894,9179,Med FFT,3
1938,135,1,2,8894,9881,Dec,1
1938,135,1,2,9179,9025,Fall 4:17,2
1938,135,1,2,9876,8995,Dec,1
1938,135,1,2,9877,9878,Dec,1
1938,135,1,2,9982,9880,Fall 3:19,2
1938,135,1,3,8861,9877,Dec OT,1
1938,135,1,3,8894,9982,Dec,1
1938,135,1,3,9125,9838,Fall 8:15,2
1938,135,1,3,9179,9876,Dec,1
1938,135,1,4,9125,8894,Dec,1
1938,135,1,4,9179,8861,Dec,1
1938,135,1,5,9125,9179,DFT,3
1938,145,0,11,10152,9883,FFT,3
1938,145,0,11,10728,9837,Dec,1
1938,145,0,12,10152,10728,Dec,1
1938,145,0,15,8850,10728,Dec,1
1938,145,1,2,9837,9885,Fall 1:27,2
1938,145,1,2,9883,9884,Dec,1
1938,145,1,3,8850,9883,DFT,3
1938,145,1,3,9156,10728,Fall 8:47,2
1938,145,1,3,9837,9882,Fall 8:14,2
1938,145,1,3,10152,9886,Dec,1
1938,145,1,4,8850,10152,Dec,1
1938,145,1,4,9156,9837,Dec,1
1938,145,1,5,9156,8850,Dec,1
1938,155,0,11,8964,9887,Dec,1
1938,155,0,11,9888,9845,Dec,1
1938,155,0,12,8964,9888,Dec,1
1938,155,0,15,9242,8964,Dec,1
1938,155,1,3,9188,8964,Dec,1
1938,155,1,3,9242,9845,Dec,1
1938,155,1,4,9188,9887,Dec,1
1938,155,1,4,9242,9888,Dec OT,1
1938,155,1,5,9188,9242,Dec,1
1938,165,0,11,8842,9890,Dec,1
1938,165,0,11,9891,9844,Dec,1
1938,165,0,12,8842,9891,Dec,1
1938,165,0,15,8992,8842,Dec,1
1938,165,1,3,8842,9889,Fall 3:21,2
1938,165,1,3,8899,9890,Dec,1
1938,165,1,3,8992,9844,Fall 4:24,2
1938,165,1,3,9891,9141,DFT,3
1938,165,1,4,8899,8842,Dec,1
1938,165,1,4,8992,9891,Dec,1
1938,165,1,5,8899,8992,Dec,1
1938,175,0,10,9895,9017,FFT,3
1938,175,0,11,8943,9895,,1
1938,175,1,2,8881,9809,Dec,1
1938,175,1,2,8943,9854,Dec,1
1938,175,1,2,9246,9895,Dec,1
1938,175,1,2,9843,9893,Dec,1
1938,175,1,2,9850,9892,Dec,1
1938,175,1,2,9894,9203,Dec OT,1
1938,175,1,3,8881,9843,Dec,1
1938,175,1,3,8943,9894,Dec,1
1938,175,1,3,9136,9850,Dec,1
1938,175,1,3,9246,9017,DFT,3
1938,175,1,4,8881,9136,Dec OT,1
1938,175,1,4,9246,8943,Dec OT,1
1938,175,1,5,8881,9246,Dec,1
1938,UNL,0,10,9897,9899,FFT,3
1938,UNL,0,11,9044,9897,Fall,2
1938,UNL,0,15,9044,9243,Fall,2
1938,UNL,1,2,8937,9897,Fall 3:20,2
1938,UNL,1,2,9145,9896,Dec,1
1938,UNL,1,3,8937,9899,Fall 4:55,2
1938,UNL,1,3,9044,9900,Fall 1:07,2
1938,UNL,1,3,9243,9279,Dec,1
1938,UNL,1,3,9898,9145,Fall 8:50,2
1938,UNL,1,4,8937,9044,Dec OT,1
1938,UNL,1,4,9243,9898,Dec OT,1
1938,UNL,1,5,8937,9243,Dec,1
1939,121,0,10,8835,9817,DFT,3
1939,121,0,10,9816,9815,Dec,1
1939,121,0,11,8835,9818,Dec,1
1939,121,0,11,9816,9078,DFT,3
1939,121,0,12,8835,9816,Dec,1
1939,121,0,15,8877,9816,Dec,1
1939,121,1,2,8877,8835,Fall 8:54,2
1939,121,1,2,9171,9816,Fall 2:22,2
1939,121,1,3,8877,9817,Fall 1:03,2
1939,121,1,3,9078,9814,Dec,1
1939,121,1,3,9171,9815,Dec,1
1939,121,1,3,9818,9819,Fall 3:45,2
1939,121,1,4,8877,9818,Fall 4:43,2
1939,121,1,4,9171,9078,Dec,1
1939,121,1,5,9171,8877,Dec,1
1939,128,0,10,9676,9822,Dec,1
1939,128,0,10,9769,9658,Dec,1
1939,128,0,11,8908,9676,Fall 4:14,2
1939,128,0,11,9769,8921,Med FFT,3
1939,128,0,12,8908,9769,Dec,1
1939,128,0,15,9186,9769,Dec,1
1939,128,1,2,8908,9823,Dec,1
1939,128,1,2,8921,9025,Fall 5:52,2
1939,128,1,2,9045,9658,Fall 7:43,2
1939,128,1,2,9186,9676,Dec,1
1939,128,1,2,9769,9820,Dec,1
1939,128,1,2,9822,9821,Dec,1
1939,128,1,3,8908,9825,Dec,1
1939,128,1,3,8921,9755,Dec,1
1939,128,1,3,9045,9769,Fall 1:46,2
1939,128,1,3,9186,9822,Dec,1
1939,128,1,4,9045,8921,DFT,3
1939,128,1,4,9186,8908,Dec,1
1939,128,1,5,9045,9186,Dec,1
1939,136,0,10,9824,9077,Dec,1
1939,136,0,11,8941,9824,Dec,1
1939,136,0,15,8941,9042,Dec,1
1939,136,1,2,8894,9077,Dec,1
1939,136,1,2,8941,9834,Dec,1
1939,136,1,2,9042,9829,Dec,1
1939,136,1,2,9824,9833,Dec,1
1939,136,1,2,9830,9863,Fall 2:12,2
1939,136,1,2,9832,9831,Dec,1
1939,136,1,3,8894,9824,Dec,1
1939,136,1,3,8941,9778,Dec,1
1939,136,1,3,9042,9828,Dec,1
1939,136,1,3,9832,9830,Dec,1
1939,136,1,4,8894,8941,Dec,1
1939,136,1,4,9042,9832,Dec,1
1939,136,1,5,8894,9042,Dec,1
1939,145,0,11,9219,8995,Dec,1
1939,145,0,15,9219,9167,Dec,1
1939,145,1,2,8995,9836,Fall 7:03,2
1939,145,1,2,9837,9788,Fall 2:31,2
1939,145,1,3,8995,9835,Fall 4:45,2
1939,145,1,3,9018,9219,Dec,1
1939,145,1,3,9167,9839,Fall 8:53,2
1939,145,1,3,9837,9838,Fall 4:45,2
1939,145,1,4,9018,8995,Dec,1
1939,145,1,4,9167,9837,Dec,1
1939,145,1,5,9018,9167,Dec OT,1
1939,155,0,10,9840,9841,Dec,1
1939,155,0,11,9005,9840,Fall 5:28,2
1939,155,0,15,9005,8993,Dec,1
1939,155,1,2,9156,9841,Fall 1:22,2
1939,155,1,3,8993,8852,Dec OT,1
1939,155,1,3,9005,9789,Dec OT,1
1939,155,1,3,9156,9840,Dec,1
1939,155,1,3,9722,9256,Dec,1
1939,155,1,4,8993,9722,Dec,1
1939,155,1,4,9156,9005,Fall 5:38,2
1939,155,1,5,9156,8993,Dec,1
1939,165,0,10,9178,9842,Dec,1
1939,165,0,11,9178,8938,Med FFT,3
1939,165,0,15,9178,9207,Med FFT,3
1939,165,1,2,8938,9725,Dec,1
1939,165,1,2,8996,9842,Fall 8:32,2
1939,165,1,2,9178,9796,Fall 3:43,2
1939,165,1,2,9711,9847,Dec,1
1939,165,1,2,9843,9844,Dec OT,1
1939,165,1,2,9845,9846,Dec OT TA,1
1939,165,1,2,9849,9848,Fall 3:29,2
1939,165,1,3,8938,9843,Dec,1
1939,165,1,3,8996,9178,Dec,1
1939,165,1,3,9207,9849,Fall 7:48,2
1939,165,1,3,9845,9711,Fall 5:41,2
1939,165,1,4,8996,8938,DFT,3
1939,165,1,4,9207,9845,Dec OT,1
1939,165,1,5,8996,9207,Dec,1
1939,175,0,10,9203,9853,Dec,1
1939,175,0,11,9017,9731,Dec,1
1939,175,0,11,9203,9851,Dec,1
1939,175,0,12,9203,9017,DFT,3
1939,175,0,15,8842,9017,Dec,1
1939,175,1,2,8842,9853,Fall 6:57,2
1939,175,1,2,9203,9852,Dec,1
1939,175,1,2,9731,9854,Fall 2:48,2
1939,175,1,2,9743,9855,Dec,1
1939,175,1,2,9851,9850,Dec,1
1939,175,1,3,8842,9203,Dec,1
1939,175,1,3,8943,9017,Dec OT,1
1939,175,1,3,9731,9743,Fall 3:49,2
1939,175,1,3,9851,9791,Dec,1
1939,175,1,4,8842,9851,Dec,1
1939,175,1,4,8943,9731,Dec,1
1939,175,1,5,8943,8842,Dec OT,1
1939,UNL,0,10,8984,9856,Dec,1
1939,UNL,0,11,8984,9279,Dec,1
1939,UNL,0,11,9859,9862,Dec,1
1939,UNL,0,12,8984,9859,Dec,1
1939,UNL,0,15,8914,8984,Dec,1
1939,UNL,1,2,9155,8984,Dec,1
1939,UNL,1,2,9279,9857,Dec,1
1939,UNL,1,2,9858,9100,Dec,1
1939,UNL,1,2,9859,9812,Dec,1
1939,UNL,1,2,9861,9860,Fall 2:05,2
1939,UNL,1,2,9862,9805,Fall 2:25,2
1939,UNL,1,3,8914,9862,Dec,1
1939,UNL,1,3,9155,9856,Fall 5:04,2
1939,UNL,1,3,9279,9858,Dec,1
1939,UNL,1,3,9859,9861,Dec,1
1939,UNL,1,4,8914,9859,Dec,1
1939,UNL,1,4,9155,9279,Dec,1
1939,UNL,1,5,9155,8914,Fall 4:25,2
1940,121,0,10,8835,9757,Dec,1
1940,121,0,11,9175,8835,Fall 8:00,2
1940,121,0,15,9175,9078,Dec,1
1940,121,1,1,9652,9758,Dec,1
1940,121,1,2,8835,9760,Dec,1
1940,121,1,2,8877,9756,Fall 6:25,2
1940,121,1,2,8921,9757,Med FFT,3
1940,121,1,2,9078,9657,Fall 4:57,2
1940,121,1,2,9175,9765,Dec,1
1940,121,1,2,9761,9762,Dec,1
1940,121,1,2,9763,9764,Dec,1
1940,121,1,2,9813,9652,Dec,1
1940,121,1,3,8921,8835,Fall 5:18,2
1940,121,1,3,9078,9813,Dec,1
1940,121,1,3,9175,9763,Dec,1
1940,121,1,3,9761,8877,Dec OT,1
1940,121,1,4,8921,9175,Dec OT,1
1940,121,1,4,9078,9761,Dec OT,1
1940,121,1,5,8921,9078,Dec,1
1940,128,0,10,9766,9658,Dec,1
1940,128,0,10,9770,9675,Dec,1
1940,128,0,11,9164,9766,Dec,1
1940,128,0,11,9770,9768,Dec,1
1940,128,0,12,9164,9770,Dec,1
1940,128,0,15,9045,9770,Dec,1
1940,128,1,2,9045,9658,Fall 7:45,2
1940,128,1,2,9111,9675,Dec,1
1940,128,1,2,9164,9656,Dec,1
1940,128,1,2,9660,9767,Fall 7:07,2
1940,128,1,2,9676,9759,Dec,1
1940,128,1,2,9766,9755,Fall 8:35,2
1940,128,1,2,9768,9769,Fall 6:52,2
1940,128,1,2,9770,9666,Dec,1
1940,128,1,3,9045,9766,Dec,1
1940,128,1,3,9111,9770,Dec,1
1940,128,1,3,9164,9676,Fall 7:17,2
1940,128,1,3,9768,9660,Dec,1
1940,128,1,4,9045,9164,Fall 7:50,2
1940,128,1,4,9111,9768,Dec,1
1940,128,1,5,9111,9045,Dec,1
1940,136,0,10,9077,9771,Fall 8:30,2
1940,136,0,11,9077,9775,DFT,3
1940,136,0,15,9077,8941,Dec,1
1940,136,1,2,8941,9673,Dec OT,1
1940,136,1,2,9077,9774,Dec,1
1940,136,1,2,9202,9771,Dec,1
1940,136,1,2,9210,9778,Dec OT,1
1940,136,1,2,9772,9773,Dec,1
1940,136,1,2,9775,8908,Dec,1
