Season,Weight,Wrestler Number,Bracket Position,Consolation Position,Seed,Place
2004,165,10652,15,9,,
2004,165,310,16,29,4,4
2004,165,175,17,30,3,3
2004,165,10209,18,8,,
2004,165,10277,19,7,,
2004,165,620,20,23,,
2004,165,113,21,24,11,8
2004,165,10655,22,6,,
2004,165,10656,23,5,,
2004,165,107,24,25,6,
2004,165,56,25,21,7,6
2004,165,10240,26,4,,7
2004,165,10659,27,3,,
2004,165,77,28,26,10,5
2004,165,10657,29,22,,
2004,165,10658,30,2,,
2004,165,259,31,1,,
2004,165,10248,32,,2,1
2004,165,10187,33,,,
2004,165,97,34,,,
2004,174,652,1,,1,1
2004,174,10660,3,15,,
2004,174,10662,4,19,,
2004,174,10216,5,27,9,7
2004,174,10661,7,20,,
2004,174,267,8,13,8,
2004,174,143,9,28,5,6
2004,174,10196,10,12,,
2004,174,10663,11,17,,
2004,174,10664,12,11,12,
2004,174,327,13,9,,
2004,174,10180,14,18,,
2004,174,183,16,29,4,5
2004,174,10206,17,25,3,4
2004,174,10665,18,8,,
2004,174,10667,19,7,,
2004,174,10666,20,23,,
2004,174,10224,21,24,11,
2004,174,10668,22,5,,
2004,174,10669,24,,6,2
2004,174,10314,25,26,7,8
2004,174,10670,26,4,,
2004,174,10671,27,3,,
2004,174,684,28,21,10,
2004,174,653,29,2,,
2004,174,94,30,22,,
2004,174,244,31,1,,
2004,174,232,32,30,2,3
2004,184,167,1,,1,1
2004,184,10672,2,16,,
2004,184,10673,3,19,,
2004,184,10192,4,15,,
2004,184,130,5,27,9,6
2004,184,10674,6,14,,
2004,184,258,7,20,,
2004,184,10675,8,13,8,7
2004,184,242,9,12,5,
2004,184,171,10,17,,5
2004,184,10194,11,11,,
2004,184,10676,12,29,12,4
2004,184,10305,13,10,,
2004,184,10311,14,28,,
2004,184,10220,15,9,,
2004,184,10677,16,18,4,
2004,184,10283,17,30,3,3
2004,184,10679,18,8,,
2004,184,74,19,7,,
2004,184,10680,20,23,,
2004,184,564,21,24,11,
2004,184,10682,22,6,,
2004,184,10683,23,25,,
2004,184,119,24,5,6,
2004,184,10684,25,21,7,
2004,184,10725,26,4,,
2004,184,10726,27,3,,
2004,184,10215,28,26,10,8
2004,184,10686,29,2,,
2004,184,10687,30,22,,
2004,184,10688,31,1,,
2004,184,146,32,,2,2
2004,184,65,33,,,
2004,184,10678,34,,,
2004,184,10681,35,,,
2004,184,10685,36,,,
2004,197,136,1,,1,1
2004,197,10238,2,16,,
2004,197,10689,3,15,,
2004,197,10690,4,19,,
2004,197,10307,5,20,9,
2004,197,10691,6,14,,
2004,197,10692,7,27,,
2004,197,133,8,13,8,7
2004,197,10695,9,28,5,
2004,197,10694,10,12,,3
2004,197,10696,11,11,,
2004,197,57,12,17,12,
2004,197,10697,13,10,,
2004,197,10698,14,18,,
2004,197,10699,15,9,,
2004,197,10179,16,29,4,4
2004,197,10294,17,30,3,6
2004,197,10701,18,8,,
2004,197,10700,19,7,,
2004,197,10702,20,23,,
2004,197,93,21,25,11,
2004,197,14019,22,6,,
2004,197,10704,23,5,,
2004,197,10705,24,24,6,
2004,197,166,25,21,7,
2004,197,10286,26,3,,
2004,197,10693,28,,10,2
2004,197,10707,29,22,,
2004,197,10706,30,2,,
2004,197,72,31,1,,8
2004,197,283,32,26,2,5
2004,285,266,1,,1,1
2004,285,10564,2,15,,
2004,285,10708,4,19,,
2004,285,892,5,14,9,
2004,285,10563,6,27,,
2004,285,10709,7,13,,
2004,285,10710,8,20,8,
2004,285,10561,9,28,5,4
2004,285,10711,10,12,,
2004,285,10712,11,17,,
2004,285,10200,12,11,12,8
2004,285,10714,13,10,,
2004,285,10715,14,18,,
2004,285,10713,15,9,,
2004,285,84,16,29,4,3
2004,285,110,17,30,3,5
2004,285,10716,18,8,,
2004,285,10717,19,7,,
2004,285,10718,20,23,,
2004,285,10720,21,24,11,
2004,285,10177,22,6,,
2004,285,10562,23,5,,
2004,285,10306,24,25,6,6
2004,285,10185,25,3,7,
2004,285,10255,26,21,,
2004,285,135,28,26,10,7
2004,285,10249,29,2,,
2004,285,10721,30,22,,
2004,285,10722,31,1,,
2004,285,86,32,,2,2
2005,125,10557,1,29,1,3
2005,125,13916,2,16,,
2005,125,10291,3,19,,
2005,125,13917,4,15,,
2005,125,13881,5,27,9,8
2005,125,10575,6,14,,
2005,125,10589,7,13,,
2005,125,10251,8,20,8,7
2005,125,10558,9,,5,1
2005,125,13918,10,12,,
2005,125,10266,11,17,,
2005,125,13883,12,11,12,
2005,125,13919,13,10,,
2005,125,10573,14,18,,
2005,125,13904,15,9,,
2005,125,10265,16,28,4,6
2005,125,10556,17,,3,2
2005,125,10565,18,8,,
2005,125,13920,19,7,,
2005,125,13921,20,23,,
2005,125,10579,21,24,11,
2005,125,30,22,6,,
2005,125,10569,23,5,,
2005,125,71,24,25,6,5
2005,125,13882,25,26,7,
2005,125,34,26,4,,
2005,125,13922,27,3,,
2005,125,10582,28,21,10,
2005,125,13923,29,2,,
2005,125,13924,30,22,,
2005,125,10572,31,1,,
2005,125,10289,32,30,2,4
2005,125,13915,33,,,
2005,133,7,1,,1,1
2005,133,10581,2,16,,
2005,133,13926,3,15,,
2005,133,152,4,19,,
2005,133,13887,5,20,9,
2005,133,13928,6,14,,
2005,133,10258,7,13,,
2005,133,10587,8,27,8,
2005,133,10197,9,29,5,3
2005,133,10250,10,12,,
2005,133,13929,11,11,,
2005,133,13888,12,17,12,
2005,133,13930,13,10,,
2005,133,13905,14,28,,8
2005,133,13931,15,9,,
2005,133,10234,16,18,4,7
2005,133,13884,17,30,3,4
2005,133,13932,18,8,,
2005,133,10588,19,7,,
2005,133,13933,20,23,,
2005,133,289,21,6,11,6
2005,133,13906,22,25,,
2005,133,13925,23,5,,
2005,133,10585,24,24,6,
2005,133,13885,25,26,7,
2005,133,13934,26,4,,
2005,133,13935,27,3,,
2005,133,27,28,21,10,5
2005,133,13936,29,22,,
2005,133,10226,30,2,,
2005,133,10560,31,1,,
2005,133,9,32,,2,2
2005,133,13927,33,,,
2005,141,10723,1,,1,2
2005,141,13937,2,16,,
2005,141,13907,3,19,,
2005,141,13938,4,15,,
2005,141,580,5,27,9,
2005,141,13939,6,14,,
2005,141,10312,7,13,,
2005,141,10300,8,20,8,
2005,141,10609,9,29,5,6
2005,141,13940,10,12,,
2005,141,10260,11,17,,
2005,141,13889,12,11,12,7
2005,141,10264,13,18,,
2005,141,10598,15,9,,
2005,141,10600,16,28,4,3
2005,141,13890,17,25,3,8
2005,141,13941,18,8,,
2005,141,13942,19,7,,
2005,141,10590,20,23,,
2005,141,10611,21,30,11,5
2005,141,10599,22,6,,
2005,141,10605,23,5,,
2005,141,10612,24,24,6,
2005,141,13886,25,26,7,4
2005,141,13943,26,4,,
2005,141,13944,27,3,,
2005,141,10242,28,21,10,
2005,141,13947,29,22,,
2005,141,14209,30,2,,
2005,141,13946,31,1,,
2005,141,10308,32,,2,1
2005,149,10211,1,,1,1
2005,149,41,2,16,,
2005,149,10608,3,19,,
2005,149,13948,4,15,,
2005,149,205,5,27,9,3
2005,149,13949,6,14,,
2005,149,13950,7,13,,
2005,149,10191,8,20,8,
2005,149,13891,9,29,5,4
2005,149,279,10,12,,
2005,149,10207,11,11,,
2005,149,10624,12,17,12,
2005,149,13951,13,10,,
2005,149,13952,14,18,,
2005,149,13953,15,9,,
2005,149,10619,16,28,4,7
2005,149,10253,17,30,3,6
2005,149,10594,18,8,,
2005,149,10616,19,23,,
2005,149,13954,20,7,,
2005,149,13892,21,24,11,
2005,149,13955,22,6,,
2005,149,13956,23,5,,
2005,149,10212,24,25,6,5
2005,149,10631,25,21,7,
2005,149,13908,26,4,,
2005,149,13957,27,3,,
2005,149,96,28,26,10,8
2005,149,10632,29,22,,
2005,149,13958,30,2,,
2005,149,10610,31,1,,
2005,149,282,32,,2,2
2005,157,10301,1,27,1,
2005,157,10229,2,16,,
2005,157,13959,3,15,,
2005,157,13960,4,19,,
2005,157,10315,5,14,9,
2005,157,13909,6,20,,
2005,157,13961,7,13,,
2005,157,10235,8,,8,2
2005,157,246,9,29,5,3
2005,157,13962,10,12,,
2005,157,13911,11,11,,5
2005,157,10261,12,17,12,
2005,157,10182,13,18,,
2005,157,13963,14,10,,
2005,157,13910,15,28,,
2005,157,13894,16,9,4,
2005,157,124,17,25,3,
2005,157,13964,18,,,
2005,157,13965,19,23,,
2005,157,13966,20,8,,
2005,157,10644,21,24,11,8
2005,157,75,22,6,,
2005,157,13967,23,5,,
2005,157,10620,24,30,6,4
2005,157,10247,25,4,7,7
2005,157,13970,26,21,,
2005,157,10615,27,3,,
2005,157,13895,28,26,10,6
2005,157,10618,29,22,,
2005,157,13971,30,2,,
2005,157,13969,31,1,,
2005,157,51,32,,2,1
2005,157,10646,33,7,,
2005,157,13968,34,,,
2005,165,10248,1,29,1,3
2005,165,13972,2,16,,
2005,165,10273,3,19,,8
2005,165,10267,4,15,,
2005,165,56,5,20,9,
2005,165,13976,6,14,,
2005,165,13974,7,13,,
2005,165,10643,8,27,8,
2005,165,325,9,28,5,7
2005,165,13975,10,12,,
2005,165,10652,11,11,,
2005,165,10274,12,17,12,
2005,165,13977,13,10,,
2005,165,13978,14,18,,
2005,165,13979,15,9,,
2005,165,14050,16,,4,2
2005,165,10641,17,,3,1
2005,165,13980,18,8,,
2005,165,13981,19,23,,
2005,165,13982,20,7,,
2005,165,10314,21,6,11,
2005,165,10637,22,24,,
2005,165,13983,23,5,,
2005,165,10648,24,25,6,5
2005,165,10240,25,26,7,
2005,165,13984,26,4,,
2005,165,13985,27,3,,
2005,165,10636,28,21,10,6
2005,165,10209,29,22,,
2005,165,13986,30,2,,
2005,165,13987,31,1,,
2005,165,10193,32,30,2,4
2005,165,13973,33,,,
2005,174,652,1,,1,1
2005,174,10724,2,16,,
2005,174,13988,3,15,,
2005,174,13912,4,19,,8
2005,174,143,5,27,9,6
2005,174,10655,6,14,,
2005,174,13989,7,13,,
2005,174,10215,8,20,8,
2005,174,10649,9,29,5,5
2005,174,243,10,12,,
2005,174,13991,11,11,,
2005,174,13896,12,17,12,
2005,174,13992,13,10,,
2005,174,10668,14,28,,
2005,174,13993,15,9,,
2005,174,13893,16,18,4,3
2005,174,13994,17,8,,
2005,174,10216,18,30,3,4
2005,174,13996,19,23,,
2005,174,13997,20,7,,
2005,174,281,21,6,11,
2005,174,10662,22,25,,
2005,174,13999,23,5,,
2005,174,10661,24,24,6,7
2005,174,267,25,21,7,
2005,174,14000,26,4,,
2005,174,10671,27,3,,
2005,174,10663,28,26,10,
2005,174,14001,29,2,,
2005,174,10670,30,22,,
2005,174,14002,31,1,,
2005,174,10669,32,,2,2
2005,174,13990,33,,,
2005,174,13995,34,,,
2005,184,167,1,,1,1
2005,184,14003,2,16,,
2005,184,13998,3,15,,
2005,184,14004,4,19,,
2005,184,320,5,14,9,
2005,184,10684,6,27,,7
2005,184,14005,7,13,,
2005,184,10676,8,20,8,5
2005,184,130,9,29,5,3
2005,184,14006,10,12,,
2005,184,10672,11,11,,
2005,184,13898,12,17,12,
2005,184,10681,13,10,,
2005,184,10311,14,18,,8
2005,184,14007,15,9,,
2005,184,10677,16,28,4,4
2005,184,242,17,30,3,6
2005,184,14009,18,8,,
2005,184,14008,19,7,,
2005,184,11233,20,23,,
2005,184,10686,21,25,11,
2005,184,14010,22,6,,
2005,184,10220,23,24,,
2005,184,258,24,5,6,
2005,184,10180,25,,7,2
2005,184,14012,26,4,,
2005,184,10682,27,3,,
2005,184,13897,28,21,10,
2005,184,14013,29,22,,
2005,184,14014,30,2,,
2005,184,10726,31,1,,
2005,184,10675,32,26,2,
2005,184,10685,33,,,
2005,184,14011,34,,,
2005,197,305,1,29,1,3
2005,197,14015,2,16,,
2005,197,10204,3,19,,
2005,197,14016,4,15,,
2005,197,57,5,20,9,
2005,197,10704,6,14,,8
2005,197,10696,7,13,,
2005,197,10701,8,27,8,
2005,197,10294,9,,5,2
2005,197,13913,10,12,,4
2005,197,14017,11,11,,
2005,197,13899,12,17,12,6
2005,197,10230,13,28,,
2005,197,10698,14,10,,
2005,197,14018,15,9,,
2005,197,46,16,18,4,
2005,197,283,17,8,3,
2005,197,14019,18,25,,
2005,197,10286,19,7,,
2005,197,14020,20,23,,
2005,197,10695,21,30,11,5
2005,197,14021,23,24,,
2005,197,10694,24,6,6,
2005,197,10179,25,21,7,
2005,197,63,26,4,,
2005,197,13914,27,26,,7
2005,197,10687,28,3,10,
2005,197,14022,29,2,,
2005,197,14023,30,22,,
2005,197,14024,31,1,,
2005,197,10283,32,,2,1
2005,285,220,1,,1,1
2005,285,14025,2,16,,
2005,285,14026,3,15,,
2005,285,14027,4,19,,
2005,285,13901,5,27,9,
2005,285,14028,6,14,,
2005,285,14029,7,20,,
2005,285,10713,8,13,8,
2005,285,10306,9,28,5,4
2005,285,14031,10,12,,
2005,285,14032,11,11,,
2005,285,13900,12,17,12,
2005,285,14033,13,10,,
2005,285,14034,14,18,,
2005,285,14035,15,9,,
2005,285,93,16,29,4,3
2005,285,13902,17,30,3,5
2005,285,10722,18,8,,
2005,285,10719,19,23,,
2005,285,14037,20,7,,
2005,285,10563,21,6,11,
2005,285,13903,22,24,,
2005,285,10711,23,5,,
2005,285,110,24,25,6,6
2005,285,10564,25,21,7,8
2005,285,14038,26,4,,
2005,285,14042,27,3,,
2005,285,10200,28,26,10,7
2005,285,14039,29,2,,
2005,285,14040,30,22,,
2005,285,10720,31,1,,
2005,285,10561,32,,2,2
2005,285,14030,33,,,
2005,285,10710,34,,,
2005,285,14041,35,,,
2006,125,10289,1,29,1,4
2006,125,14118,2,16,,
2006,125,14119,3,15,,
2006,125,13915,4,19,,
2006,125,13906,5,27,9,6
2006,125,14120,6,14,,
2006,125,14121,7,20,,
2006,125,10579,8,13,8,7
2006,125,14051,9,,5,2
2006,125,14122,10,12,,
2006,125,14126,11,,,
2006,125,10574,12,17,12,8
2006,125,14124,13,10,,
2006,125,14125,14,18,,
2006,125,13918,15,28,,
2006,125,10556,16,9,4,
2006,125,10558,17,,3,1
2006,125,14128,18,8,,
2006,125,13920,19,7,,
2006,125,13924,20,23,,
2006,125,13919,21,25,11,
2006,125,14129,22,6,,
2006,125,14130,23,24,,
2006,125,13881,24,5,6,5
2006,125,13883,25,21,7,
2006,125,14131,26,4,,
2006,125,14132,27,3,,
2006,125,14053,28,26,10,
2006,125,14134,29,22,,
2006,125,14136,30,2,,
2006,125,14298,31,1,,
2006,125,10557,32,30,2,3
2006,125,14123,33,,,
2006,125,14127,34,11,,
2006,133,9,1,29,1,3
2006,133,13932,2,,,
2006,133,14189,3,15,,
2006,133,14055,4,19,,7
2006,133,10587,5,14,9,
2006,133,14190,6,20,,
2006,133,14191,7,13,,
2006,133,10582,8,27,8,8
2006,133,3,9,,5,2
2006,133,14192,10,12,,
2006,133,10565,11,17,,
2006,133,10560,12,11,12,
2006,133,13934,13,18,,
2006,133,14193,14,10,,
2006,133,14194,15,9,,
2006,133,13884,16,28,4,4
2006,133,10197,17,25,3,5
2006,133,14196,18,8,,
2006,133,14197,19,23,,
2006,133,14198,20,7,,
2006,133,13904,21,24,11,
2006,133,14199,22,6,,
2006,133,10589,23,5,,
2006,133,10303,24,,6,1
2006,133,14054,25,21,7,
2006,133,14200,26,4,,
2006,133,13887,27,26,,
2006,133,10559,28,3,10,
2006,133,14201,29,22,,
2006,133,14202,30,2,,
2006,133,14203,31,1,,
2006,133,13885,32,30,2,6
2006,133,14195,33,,,
2006,133,10573,34,16,,
2006,141,10723,1,,1,1
2006,141,152,2,16,,8
2006,141,14205,3,15,,
2006,141,14204,4,19,,
2006,141,14052,5,27,9,6
2006,141,14206,6,,,
2006,141,14207,7,13,,
2006,141,10581,8,20,8,
2006,141,13890,9,28,5,
2006,141,14209,10,12,,
2006,141,14210,11,,,
2006,141,10254,12,17,12,
2006,141,13942,13,18,,
2006,141,14211,14,10,,
2006,141,14212,15,9,,
2006,141,10609,16,29,4,5
2006,141,10600,17,30,3,3
2006,141,10604,18,8,,
2006,141,14213,19,23,,
2006,141,14214,20,7,,
2006,141,13925,21,6,,
2006,141,10607,22,24,,
2006,141,13933,23,5,,
2006,141,13907,24,25,6,4
2006,141,13939,25,26,7,7
2006,141,14009,26,4,,
2006,141,10611,27,,,
2006,141,10300,28,21,10,
2006,141,14216,29,2,,
2006,141,10219,30,22,,
2006,141,14217,31,1,,
2006,141,10308,32,,2,2
2006,141,13889,33,3,,
2006,141,14208,34,,,
2006,141,10312,35,11,11,
2006,141,14215,36,14,,
2006,149,14056,1,,1,1
2006,149,10632,2,16,,
2006,149,10630,3,15,,
2006,149,14219,4,19,,
2006,149,13971,5,20,9,
2006,149,14220,6,,,
2006,149,14222,7,13,,
2006,149,13891,8,27,8,6
2006,149,96,9,28,5,8
2006,149,14223,10,12,,
2006,149,14224,11,11,,
2006,149,14057,12,17,12,
2006,149,14225,13,10,,
2006,149,14227,14,18,,
2006,149,10638,15,9,,
2006,149,10619,16,29,4,4
2006,149,10211,17,30,3,3
2006,149,10624,18,8,,
2006,149,14228,19,7,,
2006,149,14229,20,23,,
2006,149,14062,21,6,11,
2006,149,14059,22,24,,
2006,149,14231,23,5,,
2006,149,205,24,25,6,5
2006,149,14058,25,26,7,7
2006,149,14226,26,4,,
2006,149,14233,27,21,,
2006,149,13958,28,3,,
2006,149,13950,29,22,,
2006,149,13948,30,2,,
2006,149,14234,31,1,,
2006,149,10212,32,,2,2
2006,149,14221,33,,,
2006,149,14232,34,,,
2006,149,13953,35,14,10,
2006,157,10620,1,27,1,4
2006,157,13964,2,16,,
2006,157,14235,3,15,,
2006,157,13970,4,19,,
2006,157,10235,5,29,9,6
2006,157,14236,6,14,,
2006,157,14237,7,13,,
2006,157,13892,8,20,8,8
2006,157,10191,9,,5,1
2006,157,13961,10,12,,
2006,157,14238,11,17,,
2006,157,14071,12,11,12,
2006,157,14239,13,28,,
2006,157,14240,15,9,,
2006,157,10247,16,18,4,
2006,157,10301,17,25,3,
2006,157,14241,18,7,,
2006,157,13965,20,23,,
2006,157,10315,21,30,11,5
2006,157,10615,22,6,,
2006,157,14242,23,5,,
2006,157,13911,24,24,6,7
2006,157,10253,25,4,7,3
2006,157,10229,26,21,,
2006,157,14243,27,3,,
2006,157,13895,28,,10,2
2006,157,10182,29,2,,
2006,157,14060,30,26,,
2006,157,13962,31,1,,
2006,157,13909,32,22,2,
2006,165,10193,1,,1,2
2006,165,10267,2,16,,
2006,165,14245,3,19,,
2006,165,14246,4,15,,
2006,165,14063,5,20,9,
2006,165,14247,7,13,,
2006,165,10643,8,27,8,6
2006,165,10684,9,12,5,
2006,165,10637,10,29,,5
2006,165,14248,11,17,,
2006,165,14073,12,11,12,
2006,165,13978,13,10,,
2006,165,13973,14,28,,
2006,165,14249,15,9,,
2006,165,10634,16,18,4,
2006,165,13894,17,30,3,3
2006,165,14250,18,7,,
2006,165,14064,20,23,,8
2006,165,14072,21,6,11,
2006,165,14251,22,24,,
2006,165,10628,23,25,,4
2006,165,10636,24,5,6,
2006,165,10248,25,21,7,
2006,165,10656,26,4,,
2006,165,10640,27,26,,7
2006,165,13984,28,3,10,
2006,165,14252,29,2,,
2006,165,13986,30,22,,
2006,165,14253,31,1,,
2006,165,10641,32,,2,1
2006,174,10669,1,,1,1
2006,174,10647,2,16,,
2006,174,14254,3,15,,
2006,174,14255,4,19,,
2006,174,14067,5,20,9,8
2006,174,14256,6,14,,
2006,174,14016,7,13,,
2006,174,10215,8,27,8,6
2006,174,10274,9,29,5,4
2006,174,14257,10,12,,
2006,174,14258,11,11,,
2006,174,10224,12,17,12,5
2006,174,13997,13,10,,
2006,174,14259,14,18,,
2006,174,13985,15,9,,
2006,174,10240,16,28,4,7
2006,174,14050,17,30,3,3
2006,174,14260,18,8,,
2006,174,10273,19,23,,
2006,174,13975,20,7,,
2006,174,14066,21,25,11,
2006,174,13993,22,6,,
2006,174,13990,23,24,,
2006,174,13999,24,5,6,
2006,174,14065,25,26,7,
2006,174,14265,26,4,,
2006,174,13992,27,21,,
2006,174,13996,28,3,10,
2006,174,14267,29,22,,
2006,174,14266,30,2,,
2006,174,14268,31,1,,
2006,174,13893,32,,2,2
2006,184,14008,1,29,1,4
2006,184,14009,2,16,,
2006,184,10682,3,19,,
2006,184,14269,4,15,,
2006,184,14075,5,14,9,
2006,184,10676,6,20,,
2006,184,14270,7,13,,
2006,184,10677,8,27,8,8
2006,184,320,9,,5,1
2006,184,14262,10,12,,
2006,184,14004,11,17,,
2006,184,14076,12,11,12,
2006,184,14271,13,10,,
2006,184,14261,14,18,,
2006,184,14273,15,9,,
2006,184,10649,16,28,4,6
2006,184,10311,17,25,3,7
2006,184,14274,18,8,,
2006,184,10678,19,23,,
2006,184,10685,20,7,,
2006,184,14003,21,24,11,
2006,184,14275,22,6,,
2006,184,14276,23,5,,
2006,184,10216,24,30,6,3
2006,184,10675,25,21,7,
2006,184,10194,26,4,,
2006,184,10690,27,3,,
2006,184,13898,28,26,10,5
2006,184,10220,29,22,,
2006,184,10686,30,2,,
2006,184,14277,31,1,,
2006,184,13897,32,,2,2
2006,184,14272,33,,,
2006,184,13994,34,,,
2006,197,13899,1,19,1,8
2006,197,10680,2,16,,
2006,197,14019,3,15,,
2006,197,14070,4,29,,6
2006,197,63,5,20,9,
2006,197,14299,6,14,,
2006,197,14015,7,13,,
2006,197,10179,8,27,8,7
2006,197,13913,9,28,5,5
2006,197,14022,10,12,,
2006,197,14279,11,,,
2006,197,14021,12,17,12,
2006,197,14006,13,18,,
2006,197,10699,14,10,,
2006,197,14280,15,9,,
2006,197,10283,16,,4,1
2006,197,10695,17,25,3,3
2006,197,10705,18,8,,
2006,197,11569,19,23,,
2006,197,14282,20,7,,
2006,197,14077,21,24,11,
2006,197,14283,22,6,,
2006,197,14285,23,5,,
2006,197,13914,24,,6,2
2006,197,10687,25,30,7,4
2006,197,14007,26,4,,
2006,197,14264,27,3,,
2006,197,10701,28,21,10,
2006,197,14287,29,,,
2006,197,14286,30,22,,
2006,197,10204,31,1,,
2006,197,72,32,26,2,
2006,197,14278,33,2,,
2006,197,14300,34,,,
2006,197,14284,35,11,,
2006,285,10561,1,,1,1
2006,285,10720,2,16,,
2006,285,14281,3,15,,
2006,285,14040,4,19,,
2006,285,10722,5,14,9,
2006,285,14038,6,20,,
2006,285,14034,7,13,,
2006,285,14035,8,27,8,5
2006,285,10563,9,17,5,6
2006,285,14029,11,28,,8
2006,285,14025,12,11,12,
2006,285,14263,13,18,,
2006,285,14288,14,10,,
2006,285,14026,15,9,,
2006,285,13902,16,29,4,4
2006,285,10306,17,30,3,3
2006,285,14293,18,8,,
2006,285,14289,19,23,,
2006,285,14290,20,7,,
2006,285,14068,21,24,11,
2006,285,14291,22,6,,
2006,285,14292,23,5,,
2006,285,10713,24,25,6,
2006,285,13903,25,26,7,7
2006,285,14295,26,3,,
2006,285,13900,28,21,10,
2006,285,14297,29,22,,
2006,285,14296,30,2,,
2006,285,14294,31,1,,
2006,285,220,32,,2,2
2007,125,10557,1,,1,2
2007,125,14129,2,1,,
2007,125,14127,3,2,,
2007,125,10572,4,24,,
2007,125,13915,5,26,9,6
2007,125,14121,6,3,,
2007,125,14586,7,4,,
2007,125,14201,8,23,8,
2007,125,14533,9,25,5,8
2007,125,14587,10,5,,
2007,125,14126,11,22,,
2007,125,14455,12,6,12,
2007,125,14588,13,7,,
2007,125,14520,14,21,,
2007,125,14589,15,8,,
2007,125,14511,16,30,4,5
2007,125,10574,17,28,3,7
2007,125,14591,18,9,,
2007,125,14590,19,10,,
2007,125,14541,20,20,,
2007,125,13924,21,19,11,
2007,125,14592,22,11,,
2007,125,14132,23,12,,
2007,125,14053,24,,6,1
2007,125,14555,25,27,7,4
2007,125,13919,26,13,,
2007,125,13918,27,18,,
2007,125,14521,28,14,10,
2007,125,13920,29,17,,
2007,125,14123,30,15,,
2007,125,10576,31,16,,
2007,125,14051,32,29,2,3
2007,133,10289,1,29,1,3
2007,133,14594,2,16,,
2007,133,14595,3,15,,
2007,133,14593,4,19,,
2007,133,14557,5,27,9,
2007,133,14692,6,14,,
2007,133,10575,7,13,,
2007,133,14055,8,20,8,6
2007,133,10582,9,28,5,4
2007,133,14597,10,12,,
2007,133,13935,11,11,,
2007,133,13904,12,17,12,
2007,133,14548,13,10,,
2007,133,13888,14,18,,
2007,133,14191,15,,,
2007,133,13881,16,,4,2
2007,133,14556,17,8,3,
2007,133,14522,18,23,,
2007,133,14054,19,25,,7
2007,133,14537,20,7,,
2007,133,13905,21,6,11,
2007,133,14602,22,24,,
2007,133,14601,23,,,
2007,133,10559,24,30,6,5
2007,133,13884,25,26,7,
2007,133,14598,26,4,,
2007,133,14202,27,21,,
2007,133,289,28,3,10,
2007,133,14194,29,2,,
2007,133,14203,30,22,,8
2007,133,14195,31,1,,
2007,133,10303,32,,2,1
2007,133,14596,33,,,
2007,133,14599,34,5,,
2007,133,14600,35,9,,
2007,141,13907,1,,1,2
2007,141,10585,2,1,,
2007,141,14304,3,2,,
2007,141,14523,4,24,,
2007,141,14558,5,3,9,
2007,141,14576,6,26,,
2007,141,10280,7,4,,
2007,141,10609,8,23,8,
2007,141,13933,9,5,5,
2007,141,10590,10,30,,5
2007,141,14604,11,6,,
2007,141,13889,12,22,12,
2007,141,14603,13,21,,
2007,141,14605,15,7,,
2007,141,14217,16,25,4,
2007,141,13885,17,29,3,4
2007,141,10607,19,10,,8
2007,141,14575,20,20,,7
2007,141,13925,21,28,11,3
2007,141,14606,22,11,,
2007,141,14608,23,12,,
2007,141,13939,24,19,6,
2007,141,14052,25,18,7,6
2007,141,14607,26,13,,
2007,141,10611,27,27,,
2007,141,14559,28,14,10,
2007,141,14609,29,17,,
2007,141,13930,30,15,,
2007,141,13942,31,16,,
2007,141,10581,32,,2,1
2007,149,14056,1,30,1,3
2007,149,14610,2,1,,
2007,149,14612,3,24,,
2007,149,14611,4,2,,
2007,149,14229,5,3,9,
2007,149,13971,6,26,,6
2007,149,14232,7,4,,
2007,149,14223,8,23,8,
2007,149,14058,9,,5,1
2007,149,10621,10,5,,
2007,149,14613,11,6,,
2007,149,14562,12,22,12,
2007,149,14614,13,7,,
2007,149,14518,14,21,,
2007,149,14220,15,8,,
2007,149,13937,16,25,4,8
2007,149,13890,17,,3,2
2007,149,14616,18,9,,
2007,149,14214,19,10,,
2007,149,13948,20,20,,
2007,149,14524,21,19,11,
2007,149,14615,22,11,,
2007,149,14222,23,12,,
2007,149,14560,24,28,6,5
2007,149,14561,25,18,7,
2007,149,14617,26,13,,
2007,149,13950,27,14,,
2007,149,14563,28,29,10,4
2007,149,14577,29,27,,7
2007,149,14225,30,15,,
2007,149,14618,31,16,,
2007,149,10619,32,17,2,
2007,157,10620,1,,1,1
2007,157,14057,2,16,,
2007,157,14535,3,15,,
2007,157,14242,4,19,,8
2007,157,14306,5,20,9,
2007,157,14620,6,,,
2007,157,14578,7,27,,7
2007,157,13962,8,13,8,
2007,157,14063,9,29,5,3
2007,157,14621,10,12,,
2007,157,14238,11,17,,
2007,157,13965,12,11,12,
2007,157,14622,13,,,
2007,157,14623,14,18,,
2007,157,14624,15,9,,
2007,157,13909,16,28,4,6
2007,157,10615,17,30,3,4
2007,157,14626,18,8,,
2007,157,14239,19,7,,
2007,157,14627,20,23,,
2007,157,10618,21,25,11,5
2007,157,14435,22,6,,
2007,157,14628,23,5,,
2007,157,13911,24,24,6,
2007,157,13892,25,,7,2
2007,157,13959,26,4,,
2007,157,14243,27,3,,
2007,157,14564,28,21,10,
2007,157,14629,29,2,,
2007,157,13970,30,22,,
2007,157,14526,31,1,,
2007,157,13895,32,26,2,
2007,157,14619,33,,,
2007,157,14625,34,,,
