Season,Weight,Wrestler Number,Bracket Position,Consolation Position,Seed,Place
1964,130,7529,27,30,,5
1964,130,7263,29,,6,
1964,130,7590,32,,,
1964,137,7554,1,,,2
1964,137,7591,3,,,
1964,137,7547,4,17,5,6
1964,137,7226,6,,4,
1964,137,7592,7,,,
1964,137,7593,8,25,,
1964,137,7397,10,,,
1964,137,7205,11,29,1,4
1964,137,7256,12,,,
1964,137,7412,13,,,
1964,137,7314,14,,,
1964,137,7594,15,,,
1964,137,7252,16,,,
1964,137,7251,17,,,1
1964,137,7502,18,23,,3
1964,137,7595,19,24,,
1964,137,7411,21,,,
1964,137,7391,23,28,,
1964,137,7596,25,,,
1964,137,7006,26,30,3,5
1964,137,7409,27,,,
1964,137,7401,29,,,
1964,137,7597,30,,6,
1964,137,7598,32,,,
1964,147,7599,1,,,
1964,147,7211,3,,4,
1964,147,7601,4,,,
1964,147,7323,5,,,
1964,147,7424,6,,,
1964,147,7199,7,,,
1964,147,7237,8,29,5,4
1964,147,7500,9,25,,5
1964,147,7602,10,,,
1964,147,7603,11,,,
1964,147,7604,12,,,
1964,147,7246,13,,1,2
1964,147,7605,14,17,,
1964,147,7336,15,18,,
1964,147,7320,16,,,
1964,147,7224,17,,,
1964,147,7408,18,,,
1964,147,7422,19,,,
1964,147,7606,20,,,
1964,147,7526,21,30,2,3
1964,147,7607,22,,,
1964,147,7608,23,,,
1964,147,7200,24,,,
1964,147,7609,25,,,
1964,147,7610,26,24,,
1964,147,7611,27,23,,
1964,147,7258,28,,6,1
1964,147,7612,29,,,
1964,147,7628,30,,,
1964,147,7210,32,28,3,6
1964,157,7438,1,,,
1964,157,7233,2,25,5,5
1964,157,7613,3,,,
1964,157,7215,4,,,
1964,157,7548,5,,4,2
1964,157,7433,6,17,,
1964,157,7614,7,18,,
1964,157,7615,8,,,
1964,157,7234,9,29,,3
1964,157,7616,10,,,
1964,157,7617,11,,,
1964,157,7618,12,,,
1964,157,7619,13,,1,
1964,157,7177,14,,,
1964,157,7620,15,,,
1964,157,7042,16,,,
1964,157,7352,17,,,
1964,157,7622,18,,,
1964,157,7623,19,28,,
1964,157,7429,20,,,
1964,157,7222,21,,2,1
1964,157,7435,22,23,,
1964,157,7342,23,,,
1964,157,7534,24,24,,4
1964,157,7624,25,,6,
1964,157,7260,26,30,,6
1964,157,7625,27,,,
1964,157,7626,28,,,
1964,157,7426,29,,,
1964,157,7520,30,,3,
1964,157,7627,32,,,
1964,167,7629,1,,,
1964,167,7262,3,,4,
1964,167,7443,4,,,
1964,167,7229,5,29,5,3
1964,167,7445,6,,,
1964,167,7630,7,,,
1964,167,7631,8,,,
1964,167,7632,10,18,,
1964,167,7633,11,17,,
1964,167,7533,12,,,1
1964,167,7634,13,,,
1964,167,7462,14,,,
1964,167,7242,15,25,1,5
1964,167,7457,16,,,
1964,167,7635,17,,,
1964,167,7636,18,,,
1964,167,7637,19,,,
1964,167,7517,20,30,2,6
1964,167,7638,21,,,
1964,167,7639,22,,,
1964,167,7640,23,,,
1964,167,7641,25,,3,
1964,167,7351,26,,,
1964,167,7505,27,28,,4
1964,167,7294,28,,,
1964,167,7642,29,23,,
1964,167,7354,30,,,
1964,167,7555,32,,6,2
1964,177,7486,1,,5,
1964,177,7458,4,,,
1964,177,7495,6,29,,4
1964,177,7643,7,,4,
1964,177,7644,8,,,
1964,177,7528,10,,1,1
1964,177,7645,11,,,
1964,177,7646,12,17,,
1964,177,7509,14,25,,6
1964,177,7647,15,,,
1964,177,7648,16,,,
1964,177,7649,17,,,
1964,177,7650,18,,,
1964,177,7651,19,,,
1964,177,7460,21,30,2,5
1964,177,7451,23,,,
1964,177,7652,25,23,,
1964,177,7653,26,,,
1964,177,7221,27,,3,2
1964,177,7654,29,,,
1964,177,7264,31,28,6,3
1964,191,7655,1,,,
1964,191,7656,3,,,
1964,191,7538,4,29,4,5
1964,191,7657,6,,,
1964,191,7658,7,,,
1964,191,7512,8,,5,
1964,191,7513,10,25,,4
1964,191,7291,11,,,
1964,191,7659,12,,,
1964,191,7477,14,18,,
1964,191,7515,15,,1,1
1964,191,7660,16,17,,
1964,191,7473,17,,,
1964,191,7661,18,,,
1964,191,7662,19,,,
1964,191,7663,21,,,
1964,191,7507,22,30,2,6
1964,191,7664,23,,,
1964,191,7665,25,23,,
1964,191,7203,26,,3,2
1964,191,7292,27,24,,
1964,191,7255,29,,,
1964,191,7257,32,28,6,3
1964,UNL,7666,1,,,
1964,UNL,7550,4,29,5,3
1964,UNL,7480,6,,,
1964,UNL,7254,7,,,
1964,UNL,7674,8,,4,
1964,UNL,7668,10,18,,
1964,UNL,7201,11,,,2
1964,UNL,7493,12,17,,5
1964,UNL,7240,14,25,1,
1964,UNL,7669,15,,,
1964,UNL,7196,16,,,
1964,UNL,7514,17,30,,4
1964,UNL,7527,18,,2,
1964,UNL,7670,19,,,
1964,UNL,7468,21,,,
1964,UNL,7671,23,,,
1964,UNL,7672,25,23,,
1964,UNL,7519,26,,3,1
1964,UNL,7470,27,24,,
1964,UNL,7546,29,28,6,6
1964,UNL,7673,32,,,
1965,115,6992,1,25,5,
1965,115,7365,3,,,
1965,115,3375,5,,4,2
1965,115,7216,7,17,,6
1965,115,7366,8,,,
1965,115,7367,10,,,
1965,115,7363,11,,,
1965,115,7368,12,,,
1965,115,7369,14,,,
1965,115,7267,15,29,1,4
1965,115,7235,16,,,
1965,115,7223,17,,2,1
1965,115,7370,18,23,,
1965,115,7371,19,24,,
1965,115,7269,21,28,,5
1965,115,6995,23,,,
1965,115,7372,25,,,
1965,115,7217,26,30,3,3
1965,115,7373,27,,,
1965,115,7374,29,,6,
1965,115,7375,32,,,
1965,123,7376,1,,5,
1965,123,7279,3,,,
1965,123,7212,5,29,4,4
1965,123,7302,7,,,
1965,123,7278,8,,,
1965,123,6996,10,,1,1
1965,123,7244,12,17,,6
1965,123,7377,14,,,
1965,123,7378,15,25,,
1965,123,7104,16,,,
1965,123,7379,17,,,
1965,123,7380,18,,,
1965,123,7381,19,,,
1965,123,7382,21,,,
1965,123,7253,23,30,2,3
1965,123,7383,25,,,
1965,123,7231,26,28,6,5
1965,123,7384,27,,,
1965,123,6997,29,,3,2
1965,123,7274,32,23,,
1965,130,7385,1,,,
1965,130,7386,3,,,
1965,130,6998,4,29,4,3
1965,130,7387,6,,,
1965,130,7259,7,,5,
1965,130,7310,8,,,
1965,130,7388,10,18,,
1965,130,7266,11,,1,1
1965,130,7389,12,17,,
1965,130,7390,14,,,
1965,130,7227,15,25,,6
1965,130,7391,16,,,
1965,130,7298,17,,,
1965,130,7392,18,,,
1965,130,7228,19,28,2,4
1965,130,7393,21,23,,
1965,130,6999,22,,,2
1965,130,7394,23,24,,
1965,130,7395,25,,,
1965,130,7396,26,,6,
1965,130,7206,27,,,
1965,130,7131,29,,,
1965,130,7000,30,,3,
1965,130,7256,32,30,,5
1965,137,7397,1,,,
1965,137,7251,3,25,4,5
1965,137,7398,4,,,
1965,137,7226,6,,5,2
1965,137,7399,7,,,
1965,137,7400,8,17,,
1965,137,7245,10,,,
1965,137,7314,11,,,
1965,137,7205,12,29,1,3
1965,137,7316,13,,,
1965,137,7401,14,,,
1965,137,7402,15,,,
1965,137,7403,16,,,
1965,137,7404,17,,,
1965,137,7405,18,,,
1965,137,7248,19,28,,6
1965,137,7406,20,,,
1965,137,7263,21,,2,1
1965,137,7407,22,23,,
1965,137,7408,23,24,,
1965,137,7409,25,,,
1965,137,7410,26,,6,
1965,137,7411,27,,,
1965,137,7412,29,,,
1965,137,7413,30,,,
1965,137,7002,32,30,3,4
1965,147,7210,1,29,5,6
1965,147,7414,3,,,
1965,147,7319,4,,,
1965,147,7415,6,,4,
1965,147,7036,7,,,
1965,147,7416,8,,,
1965,147,7198,10,,,2
1965,147,7252,11,17,,3
1965,147,7417,12,,,
1965,147,7418,13,,,
1965,147,7202,14,25,,
1965,147,7419,15,,1,
1965,147,7420,16,,,
1965,147,7237,17,,2,1
1965,147,7323,18,23,,
1965,147,7030,19,,,
1965,147,7322,20,24,,
1965,147,7211,21,28,,5
1965,147,7032,22,,,
1965,147,7421,23,,,
1965,147,7336,25,,,
1965,147,7224,26,30,3,4
1965,147,7422,27,,,
1965,147,7423,29,,,
1965,147,7209,30,,,
1965,147,7424,32,,6,
1965,157,7425,1,,,
1965,157,7007,3,,,
1965,157,7260,4,25,5,6
1965,157,7426,5,18,,
1965,157,7233,7,,4,1
1965,157,7342,8,17,,
1965,157,7427,10,,,
1965,157,7428,11,,,
1965,157,7318,12,,,
1965,157,7429,13,,,
1965,157,7430,14,,,
1965,157,7174,15,,,
1965,157,7222,16,29,1,3
1965,157,7431,17,,,
1965,157,7199,18,,,
1965,157,7246,19,30,2,5
1965,157,7432,20,,,
1965,157,7433,21,,,
1965,157,7041,22,,,
1965,157,7434,23,,,
1965,157,7435,25,,,
1965,157,7436,26,23,,
1965,157,7234,27,,3,2
1965,157,7437,29,,,
1965,157,7180,30,,,
1965,157,7200,32,28,6,4
1965,167,7438,1,,5,
1965,167,7439,3,,,
1965,167,7040,4,,,
1965,167,7440,6,,,
1965,167,7262,7,29,4,5
1965,167,7441,8,,,
1965,167,7355,10,,,
1965,167,7008,11,25,,3
1965,167,7442,12,,,
1965,167,7443,14,18,,
1965,167,7229,15,,1,2
1965,167,7444,16,17,,
1965,167,7445,17,23,,
1965,167,7250,18,,2,1
1965,167,7446,19,24,,
1965,167,7447,21,,,
1965,167,7219,22,28,,4
1965,167,7044,23,,,
1965,167,7207,25,,6,
1965,167,7464,26,,,
1965,167,7351,27,,,
1965,167,7195,29,30,,6
1965,167,7448,32,,3,
1965,177,7505,1,,5,
1965,177,7450,3,,,
1965,177,7451,4,,,
1965,177,7264,6,29,4,5
1965,177,7452,7,,,
1965,177,7453,8,,,
1965,177,7463,10,,,
1965,177,7238,11,25,,4
1965,177,7454,12,,,
1965,177,7455,14,18,,
1965,177,7456,15,17,,
1965,177,7221,16,,1,2
1965,177,7261,17,28,,6
1965,177,7457,18,,,
1965,177,7017,19,,,
1965,177,7458,21,23,,
1965,177,7459,22,,,
1965,177,7242,23,,2,1
1965,177,7460,25,,6,
1965,177,7214,26,,,
1965,177,7461,27,,,
1965,177,7462,29,,,
1965,177,7265,32,30,3,3
1965,191,7249,1,29,4,5
1965,191,7471,4,,,
1965,191,7472,6,,,
1965,191,7473,7,,5,
1965,191,7474,8,,,
1965,191,7296,10,,,
1965,191,7475,11,,,
1965,191,7230,12,25,,4
1965,191,7476,14,18,,
1965,191,7203,15,,1,1
1965,191,6429,16,17,,
1965,191,7046,17,,,
1965,191,7482,18,,,
1965,191,7477,19,,,
1965,191,7257,21,30,2,3
1965,191,7478,22,,,
1965,191,7241,23,,,
1965,191,7220,25,23,,6
1965,191,7243,26,,6,2
1965,191,7479,27,24,,
1965,191,7480,29,28,,
1965,191,7481,32,,3,
1965,UNL,7022,1,,5,
1965,UNL,7285,3,,,
1965,UNL,7204,5,29,,4
1965,UNL,7201,7,,4,
1965,UNL,7288,9,25,,
1965,UNL,7465,11,,,
1965,UNL,7232,13,17,,6
1965,UNL,7240,15,,1,1
1965,UNL,7048,17,28,,5
1965,UNL,7466,19,,,
1965,UNL,7467,21,23,,
1965,UNL,7270,23,,2,2
1965,UNL,7468,25,,6,
1965,UNL,7469,27,,,
1965,UNL,7470,29,,,
1965,UNL,7196,31,30,3,3
1966,115,7100,1,17,,
1966,115,6765,3,,4,1
1966,115,6995,5,25,5,5
1966,115,6097,7,,,
1966,115,7223,9,29,1,3
1966,115,6829,11,,,
1966,115,6994,13,,,
1966,115,7271,15,,,
1966,115,7094,17,,,
1966,115,7247,19,30,,4
1966,115,6764,21,,,
1966,115,3375,23,,2,
1966,115,7217,25,,3,2
1966,115,7272,27,23,,
1966,115,7235,29,28,6,6
1966,123,6805,1,,,
1966,123,7025,3,,5,
1966,123,7273,4,,,
1966,123,7274,6,,,
1966,123,7275,7,,,
1966,123,7259,8,29,4,3
1966,123,6996,10,,1,1
1966,123,7236,11,17,,5
1966,123,7276,12,,,
1966,123,6768,14,25,,
1966,123,6841,15,,,
1966,123,7081,16,,,
1966,123,6807,17,,,
1966,123,7277,18,,,
1966,123,7024,19,28,,4
1966,123,7085,21,23,,
1966,123,6997,22,,2,2
1966,123,7280,23,24,,
1966,123,6766,25,,,
1966,123,7278,26,,,
1966,123,7361,27,,6,
1966,123,7279,29,,,
1966,123,7218,32,30,3,6
1966,130,6774,1,,,
1966,130,7297,3,,,
1966,130,6771,4,,4,
1966,130,7239,6,29,,6
1966,130,7126,7,,,
1966,130,7026,8,,5,
1966,130,6767,10,,,
1966,130,7298,11,25,,
1966,130,7137,12,,,
1966,130,7299,13,,,
1966,130,7300,14,18,,
1966,130,7027,15,17,,4
1966,130,7266,16,,1,1
1966,130,6512,17,,,
1966,130,7301,18,24,,
1966,130,7206,19,23,,3
1966,130,6999,20,,2,2
1966,130,6808,21,,,
1966,130,7302,22,,,
1966,130,7110,23,28,,
1966,130,7083,25,,,
1966,130,6772,26,30,3,5
1966,130,7303,27,,,
1966,130,6806,29,,,
1966,130,7028,30,,6,
1966,130,7304,32,,,
1966,137,7251,1,,4,2
1966,137,7305,3,,,
1966,137,7208,4,17,,6
1966,137,6777,6,25,5,
1966,137,7306,7,,,
1966,137,7307,8,,,
1966,137,7308,10,,,
1966,137,6884,11,,,
1966,137,7309,12,,,
1966,137,7263,14,29,1,3
1966,137,7310,15,,,
1966,137,7311,16,,,
1966,137,7315,17,,,
1966,137,7312,18,,,
1966,137,7313,19,,,
1966,137,7314,21,,,
1966,137,7226,22,,2,
1966,137,6773,23,30,,5
1966,137,7136,25,,,
1966,137,7256,26,,,
1966,137,7227,27,28,6,4
1966,137,7002,29,,3,1
1966,137,7129,32,23,,
1966,145,7317,1,,,
1966,145,7004,3,,,
1966,145,7316,4,,5,
1966,145,7318,6,,,
1966,145,7319,7,,,
1966,145,7248,8,29,4,5
1966,145,7202,10,,,1
1966,145,7116,11,,,
1966,145,7143,12,17,,
1966,145,6782,13,,,
1966,145,7006,14,25,1,4
1966,145,7320,15,,,
1966,145,7321,16,,,
1966,145,7322,17,,,
1966,145,7323,18,,,
1966,145,7149,19,,,
1966,145,7324,21,,,
1966,145,7258,22,30,2,3
1966,145,7325,23,,,
1966,145,7153,25,23,,
1966,145,6775,26,,3,2
1966,145,7326,27,24,,
1966,145,7033,29,,,
1966,145,7139,30,,,
1966,145,7245,32,28,6,6
1966,152,7246,1,29,4,4
1966,152,7360,2,,,
1966,152,7327,3,,,
1966,152,7142,4,,,
1966,152,7160,5,,,
1966,152,7328,6,,,
1966,152,7163,7,,,
1966,152,7329,8,,5,
1966,152,7330,9,25,,
1966,152,7331,10,,,
1966,152,7150,11,,,
1966,152,7332,12,,,
1966,152,7198,13,,1,2
1966,152,7009,14,18,,
1966,152,7158,15,17,,6
1966,152,7155,16,,,
1966,152,6780,17,,2,
1966,152,7333,18,,,
1966,152,7334,19,,,
1966,152,7162,20,,,
1966,152,6918,21,,,
1966,152,6901,22,,,
1966,152,7007,23,30,,3
1966,152,6903,24,,,
1966,152,7335,25,24,,
1966,152,7209,26,,3,1
1966,152,7336,27,23,,
1966,152,6940,28,,,
1966,152,7337,29,,,
1966,152,6781,30,,6,
1966,152,7215,32,28,,5
1966,160,7191,1,,,
1966,160,7165,3,,5,
1966,160,7362,4,,,
1966,160,7338,5,,,
1966,160,7339,6,,,
1966,160,7199,7,29,4,4
1966,160,7340,8,,,
1966,160,6791,9,,,
1966,160,7341,10,,,
1966,160,7342,11,,,
1966,160,7225,12,25,,6
1966,160,7250,13,,1,1
1966,160,7185,14,17,,
1966,160,7123,15,18,,
1966,160,7343,16,,,
1966,160,7344,17,,,
1966,160,6793,18,,,
1966,160,7345,19,,,
1966,160,7037,20,28,,5
1966,160,7008,21,,2,2
1966,160,7170,22,23,,
1966,160,7346,23,24,,
1966,160,7176,25,,,
1966,160,7207,26,30,3,3
1966,160,7347,27,,,
1966,160,7348,28,,,
1966,160,6784,29,,,
1966,160,7349,30,,6,
1966,160,7041,32,,,
1966,167,7350,1,,,
1966,167,7351,3,25,5,
1966,167,7040,5,,4,1
1966,167,7014,6,18,,
1966,167,6790,7,17,,6
1966,167,7352,8,,,
1966,167,7181,9,,,
1966,167,7039,10,29,1,3
1966,167,7353,11,,,
1966,167,7354,12,,,
1966,167,7012,13,,,
1966,167,7355,14,,,
1966,167,7013,15,,,
1966,167,7183,16,,,
1966,167,6785,17,,,
1966,167,7044,18,30,2,5
1966,167,7042,19,,,
1966,167,7356,20,,,
1966,167,7357,21,,,
1966,167,7065,22,,,
1966,167,7358,23,,,
1966,167,7058,24,,,
1966,167,6798,25,23,,
1966,167,7011,26,,,
1966,167,7186,27,24,,
1966,167,7238,28,,3,2
1966,167,7359,29,,,
1966,167,6946,30,,,
1966,167,7197,32,28,6,4
1966,177,7020,1,,5,
1966,177,6950,3,,,
1966,177,7293,5,,,
1966,177,7264,7,29,4,3
1966,177,7242,9,,1,1
1966,177,7294,11,17,,
1966,177,6816,13,,,
1966,177,7213,15,25,,6
1966,177,6943,16,,,
1966,177,6797,17,30,2,4
1966,177,7295,19,,,
1966,177,7062,21,,,
1966,177,7190,23,,,
1966,177,7296,25,,,
1966,177,6815,27,28,6,
1966,177,7016,29,23,,5
1966,177,6794,31,,3,2
1966,191,7241,3,29,5,5
1966,191,6429,5,,4,
1966,191,7079,7,,,
1966,191,7067,9,,,
1966,191,7214,11,25,,3
1966,191,7288,13,17,,
1966,191,7221,15,,1,1
1966,191,7289,17,,,
1966,191,7046,19,28,,6
1966,191,7018,21,,2,2
1966,191,7290,23,23,,
1966,191,7291,25,,3,
1966,191,7292,27,,,
1966,191,6249,29,30,6,4
1966,UNL,6755,1,,,
1966,UNL,7254,3,29,5,3
1966,UNL,7281,5,,4,
1966,UNL,6988,7,,,
1966,UNL,6982,8,,,
1966,UNL,7282,10,17,,
1966,UNL,7201,12,,1,2
1966,UNL,7283,14,,,
1966,UNL,7022,15,25,,5
1966,UNL,7057,16,,,
1966,UNL,6817,17,23,,6
1966,UNL,7287,18,,,
1966,UNL,6800,19,,2,1
1966,UNL,7284,21,28,,
1966,UNL,7072,23,,,
1966,UNL,7285,25,,,
1966,UNL,7286,26,,,
1966,UNL,7021,27,,6,
1966,UNL,6987,29,,,
1966,UNL,7255,32,30,3,4
1967,115,7094,1,,,
1967,115,7024,2,,4,
1967,115,6540,3,,,
1967,115,6546,4,,,
1967,115,6500,5,,,
1967,115,7095,6,,,
1967,115,6995,7,29,5,6
1967,115,7363,8,,,
1967,115,6765,9,,1,1
1967,115,7096,10,17,,
1967,115,6764,11,18,,
1967,115,7097,12,,,
1967,115,6578,13,,,
1967,115,6832,14,,,
1967,115,7098,15,,,
1967,115,3375,16,25,8,3
1967,115,6830,17,,,
1967,115,7099,18,,,
1967,115,6994,19,28,7,5
1967,115,7100,20,,,
1967,115,6992,21,,2,2
1967,115,7101,22,24,,
1967,115,6539,23,23,,
1967,115,6824,24,,,
1967,115,7102,25,,,
1967,115,6586,26,,,
1967,115,6502,27,,,
1967,115,6541,28,,6,
1967,115,6596,29,,,
1967,115,7103,30,,,
1967,115,6993,31,30,3,4
1967,115,6826,32,,,
1967,115,7093,33,,,
1967,123,6768,1,29,4,5
1967,123,7082,3,,,
1967,123,7083,4,,,
1967,123,6763,5,,,
1967,123,6807,6,,,
1967,123,7084,7,,,
1967,123,7026,8,,5,
1967,123,7085,10,,,
1967,123,6769,11,25,8,4
1967,123,7086,12,,,
1967,123,6996,13,,1,1
1967,123,7092,14,17,,
1967,123,7087,15,18,,
1967,123,6847,16,,,
1967,123,7088,17,,,
1967,123,6841,18,,,
1967,123,6603,19,,,
1967,123,6767,20,28,7,6
1967,123,7089,21,24,,
1967,123,6997,22,,2,2
1967,123,7090,23,23,,
1967,123,7091,25,,,
1967,123,6843,26,,,
1967,123,7025,27,,3,
1967,123,6543,29,,,
1967,123,7081,30,,,
1967,123,6804,32,30,6,3
1967,130,6550,1,,,
1967,130,7104,2,,,
1967,130,6766,3,29,,5
1967,130,6850,4,,5,
1967,130,6806,5,,,
1967,130,7027,6,,4,
1967,130,6853,7,,,
1967,130,7105,8,,,
1967,130,6999,9,18,1,3
1967,130,6855,10,,,
1967,130,6506,11,,,1
1967,130,6508,12,17,,
1967,130,7106,13,,,
1967,130,6643,14,,,
1967,130,6867,15,,,
1967,130,7029,16,25,8,
1967,130,7107,17,,,
1967,130,7108,18,,,
1967,130,7109,19,,,
1967,130,6808,20,,7,
1967,130,7110,21,,,
1967,130,7000,22,30,2,4
1967,130,7111,23,,,
1967,130,7112,24,,,
1967,130,6998,25,,3,2
1967,130,6305,26,23,,
1967,130,7001,27,24,,6
1967,130,7113,28,,,
1967,130,7114,29,,,
1967,130,7028,30,28,6,
1967,130,7115,32,,,
1967,137,6773,1,,4,2
1967,137,7122,2,,,
1967,137,6865,3,17,,
1967,137,7124,4,,,
1967,137,6632,5,,,
1967,137,7125,6,,,
1967,137,6554,7,,,
1967,137,7003,8,25,5,5
1967,137,7002,9,29,1,3
1967,137,7126,10,,,
1967,137,6874,11,,,
1967,137,7127,12,,,
1967,137,7031,13,,8,
1967,137,7128,14,,,
1967,137,7129,15,,,
1967,137,6872,16,,,
1967,137,6772,17,,2,1
1967,137,6871,18,23,,
1967,137,6778,19,24,,4
1967,137,7130,20,,,
1967,137,7131,21,28,,
1967,137,7132,22,,,
1967,137,7133,23,,,
1967,137,6884,24,,7,
1967,137,7134,25,,,
1967,137,7030,26,,3,
1967,137,7135,27,,,
1967,137,6771,28,,,
1967,137,7136,29,,,
1967,137,7004,30,30,6,6
1967,137,7137,31,,,
1967,137,6552,32,,,
1967,137,6646,33,,,
1967,137,7118,34,,,
1967,137,7116,35,18,,
1967,137,7119,36,,,
1967,137,7117,37,,,
1967,145,7138,1,,,
1967,145,6517,2,,,
1967,145,7139,3,,,
1967,145,7032,4,,4,
1967,145,6774,5,29,5,5
1967,145,6686,6,,,
1967,145,6915,7,,,
1967,145,6888,8,,,
1967,145,7140,9,,,
1967,145,6649,10,,,
1967,145,7034,11,25,8,
1967,145,6521,12,,,
1967,145,7005,13,,,2
1967,145,7006,14,18,1,4
1967,145,6886,15,17,,
1967,145,7120,16,,,
1967,145,6636,17,,,
1967,145,7033,18,,7,
1967,145,6514,19,,,
1967,145,7141,20,,,
1967,145,6775,21,30,2,3
1967,145,7142,22,,,
1967,145,7143,23,,,
1967,145,7144,24,,,
1967,145,6777,25,28,3,6
1967,145,7145,26,,,
1967,145,7245,27,,,
1967,145,7147,28,,,
1967,145,7148,29,23,,
1967,145,6644,30,,,
1967,145,6811,31,,6,1
1967,145,6892,32,24,,
1967,145,7121,33,,,
1967,145,6885,34,,,
1967,152,7149,1,,,
1967,152,7150,2,,,
1967,152,6785,3,,4,
1967,152,6782,4,,,
1967,152,7151,5,,,
1967,152,7152,6,,,
1967,152,7153,7,,,
1967,152,6557,8,29,5,4
1967,152,6682,9,18,,6
1967,152,6692,10,,,
1967,152,6898,11,17,,
1967,152,6780,12,,1,2
1967,152,6561,13,,8,
1967,152,7154,14,,,
1967,152,7155,15,,,
1967,152,6903,16,25,,
1967,152,6516,17,28,7,3
1967,152,6928,18,,,
1967,152,8314,19,,,
1967,152,6916,20,,,
1967,152,7156,21,,,
1967,152,6907,22,24,,
1967,152,7007,23,,2,1
1967,152,7157,24,23,,
1967,152,7158,25,,,
1967,152,7035,26,,3,
1967,152,7159,27,,,
1967,152,6519,28,30,,5
1967,152,6912,29,,,
1967,152,6657,30,,,
1967,152,6515,31,,,
1967,152,7036,32,,6,
1967,152,7123,33,,,
1967,160,7160,1,,,
1967,160,7038,2,,4,
1967,160,7169,3,,,
1967,160,6940,4,,,
1967,160,7009,5,29,5,3
1967,160,6918,6,,,
1967,160,7170,7,,,
1967,160,7171,8,,,
1967,160,6781,9,18,,5
1967,160,6919,10,,,
1967,160,7172,11,17,,
1967,160,7008,12,,1,1
1967,160,7173,13,,,
1967,160,6693,14,,,
1967,160,6784,15,,,
1967,160,7039,16,25,8,
1967,160,7037,17,23,2,
1967,160,6520,18,,,2
1967,160,7174,19,24,,
1967,160,7175,20,,,
1967,160,6560,21,,,
1967,160,7176,22,,,
1967,160,7177,23,,,
1967,160,6922,24,28,7,4
1967,160,7178,25,,,
1967,160,7179,26,,,
1967,160,7010,27,30,3,6
1967,160,7180,28,,,
1967,160,7181,29,,,
1967,160,6939,30,,,
1967,160,6791,31,,,
1967,160,6523,32,,6,
1967,160,7161,33,,,
1967,160,7162,34,,,
1967,160,6926,35,,,
1967,160,7163,36,,,
1967,167,7012,1,29,4,4
1967,167,6729,2,,,
1967,167,6942,3,,,
1967,167,7042,4,,5,
1967,167,7182,5,,,
1967,167,7183,6,,,
1967,167,7184,7,,,
1967,167,7185,8,,,
1967,167,6790,9,,,
1967,167,7186,10,18,,
1967,167,7187,11,17,,
1967,167,7011,12,,1,1
1967,167,6813,13,,,
1967,167,7188,14,,,
1967,167,7189,15,,,
1967,167,7014,16,25,8,6
1967,167,7165,17,,,
1967,167,6946,18,,,
1967,167,6526,19,30,7,3
1967,167,7190,20,,,
1967,167,7191,21,,,
1967,167,6951,22,,,
1967,167,7040,23,,2,
1967,167,7167,24,,,
1967,167,6788,25,,6,2
1967,167,7192,26,24,,
1967,167,7193,27,,,
1967,167,7013,28,23,9,5
1967,167,6950,29,,,
1967,167,7041,30,,3,
1967,167,7194,31,,,
1967,167,7044,32,28,10,
1967,167,6936,33,,,
1967,167,6562,34,,,
1967,167,7164,35,,,
1967,167,7166,36,,,
1967,167,6718,37,,,
1967,167,7168,38,,,
1967,177,6533,1,,5,
1967,177,7058,3,,,
1967,177,6974,4,,,
1967,177,7059,5,,,
1967,177,6570,6,,,
1967,177,7060,7,,,
1967,177,6816,8,29,4,4
1967,177,7016,10,25,8,6
1967,177,7061,11,,,
1967,177,6981,12,,,
1967,177,6794,13,,1,1
1967,177,6567,14,17,,
1967,177,7062,16,18,,
1967,177,6955,17,,,
1967,177,6798,18,,7,
1967,177,6976,19,,,
1967,177,6986,21,,,
1967,177,7063,22,,,
1967,177,6797,23,30,2,3
1967,177,6571,25,,6,
1967,177,7064,26,28,,
1967,177,7065,27,,,
1967,177,6815,29,,3,2
1967,177,7066,30,23,,
1967,177,7015,32,24,,5
1967,191,7067,1,,,
1967,191,7068,3,,,
1967,191,7019,4,29,5,5
1967,191,7069,5,,,
1967,191,7070,6,,,
1967,191,7046,7,,4,
1967,191,7071,8,,,
1967,191,7072,9,,,
1967,191,7047,10,,8,
1967,191,7073,11,,,
1967,191,7476,12,25,,
1967,191,6529,13,,,
1967,191,7075,14,18,,
1967,191,6405,15,17,,4
1967,191,7018,16,,1,2
1967,191,7076,17,,,
1967,191,6531,18,,,
1967,191,7078,19,,,
1967,191,6414,20,30,7,3
1967,191,6971,21,,,
1967,191,7045,22,,2,
1967,191,6987,23,,,
1967,191,7079,25,,,
1967,191,6938,26,23,,
1967,191,7080,27,24,,
1967,191,7017,28,,6,1
1967,191,6982,29,,,
1967,191,7020,30,28,3,6
1967,191,6969,32,,,
1967,UNL,6574,1,,,
1967,UNL,7051,3,,,
1967,UNL,6817,4,29,5,5
1967,UNL,7048,6,,4,
1967,UNL,7052,7,,,
1967,UNL,6983,8,,,
1967,UNL,6984,10,17,,
1967,UNL,6796,12,,8,2
1967,UNL,6800,13,25,1,3
1967,UNL,6538,14,,,
1967,UNL,7053,16,,,
1967,UNL,7021,17,,2,1
1967,UNL,7043,19,,,
1967,UNL,7054,20,23,,
1967,UNL,7055,22,,,
1967,UNL,7022,23,28,7,4
1967,UNL,7056,25,,,
1967,UNL,7050,26,,,
1967,UNL,7049,27,,6,
